Gender,Age,Сredit_sum,Currency,Term_of_crediting_in day,Interest rate_%,Duration_of_stay_in_a_sity ,Maritial_status,Children,Job_position,Tenure_with_current_employer,Term_of_existence_of_enterprise,Company_type,Number_of_employees_in_kompany ,Income_customer,Costs_customer,goal_credit,Result
Female,28,37875,UAH,2520,17,60_120,DIVORCED,c1,TM,24_60,24_60,WB,0_5,2800,498,flat,good
Female,33,2500,UAH,720,16,120_9999,SINGLE,c0,PE,24_60,24_60,OT,51_100,633,332,consumer_credit,good
Male,27,2500,UAH,1080,17,120_9999,SINGLE,c0,PE,24_60,120_9999,OT,100_9999,577,332,consumer_credit,good
Female,25,18000,USD,5400,13,120_9999,MARRIED,c0,TM,3_6,0_12,WB,0_5,6617,1796,flat,good
Female,29,26400,USD,5400,13,120_9999,MARRIED,c1,TM,3_6,0_12,WB,0_5,5993,1722,flat,good
Female,28,12000,USD,5400,13,120_9999,CIVILMARRIAGE,c1,AS,12_18,60_120,MFC,51_100,2826,1269,flat,good
Female,36,2000,UAH,360,27,120_9999,SINGLE,c0,SP,60_120,60_120,OT,31_50,789,332,consumer_credit,good
Male,49,19000,USD,5400,13,120_9999,SINGLE,c0,AS,3_6,0_12,WB,51_100,2822,423,flat,good
Male,29,5500,USD,5475,15,12_24,MARRIED,c1,SP,24_60,60_120,OT,51_100,2638,996,flat,good
Male,28,15000,UAH,1800,19,24_60,MARRIED,c1,TM,24_60,24_60,WB,0_5,1699,664,consumer_credit,good
Female,34,50000,UAH,2520,19,120_9999,MARRIED,c0,AS,3_6,0_12,WB,0_5,3483,1269,consumer_credit,good
Male,33,20000,USD,3060,15,120_9999,MARRIED,c0,AS,60_120,60_120,OT,6_15,3848,664,house,good
Female,55,28800,USD,5400,13,120_9999,CIVILMARRIAGE,c2,AS,12_18,12_24,WB,0_5,4845,1692,flat,good
Female,46,22400,USD,5400,13,120_9999,MARRIED,c0,TM,24_60,24_60,FS,0_5,2950,423,flat,good
Male,27,1700,UAH,1080,17,3_6,SINGLE,c0,PE,3_6,120_9999,OT,100_9999,577,332,consumer_credit,good
Female,39,3500,UAH,1080,17,120_9999,SINGLE,c0,PE,60_120,60_120,OT,51_100,713,332,consumer_credit,good
Male,46,2000,UAH,360,17,120_9999,SINGLE,c1,AS,60_120,60_120,OT,51_100,909,332,consumer_credit,good
Male,35,8000,USD,2520,14,120_9999,MARRIED,c0,TM,3_6,0_12,OT,0_5,6163,1364,consumer_credit,good
Female,50,7000,UAH,1080,16,120_9999,MARRIED,c1,PE,24_60,24_60,FS,100_9999,1429,332,consumer_credit,good
Female,42,70000,UAH,3600,19,120_9999,DIVORCED,c1,AS,3_6,24_60,FMG,51_100,4179,1162,flat,good
Male,28,16940,USD,5400,12,120_9999,MARRIED,c1,AS,12_18,12_24,FS,51_100,3679,1299,flat,good
Female,31,5000,USD,2520,14,60_120,DIVORCED,c1,MM,60_120,60_120,CA,31_50,2190,498,overhaul,good
Male,41,32000,USD,5400,13,120_9999,MARRIED,c1,TM,24_60,24_60,WB,31_50,18460,1869,flat,good
Female,34,24000,USD,5400,13,120_9999,MARRIED,c1,SP,12_18,12_24,OT,0_5,4907,1740,flat,good
Male,26,19000,USD,5400,13,120_9999,MARRIED,c1,AS,12_18,12_24,WB,6_15,3497,1269,flat,good
Female,33,25000,UAH,2520,20,120_9999,DIVORCED,c1,AS,60_120,60_120,OT,51_100,2012,498,overhaul,good
Male,38,30000,USD,3420,12,120_9999,MARRIED,c1,MM,24_60,24_60,FMG,51_100,5424,1815,flat,good
Male,35,25000,UAH,2555,19,120_9999,MARRIED,c1,AS,60_120,60_120,OT,100_9999,2126,830,overhaul,good
Female,33,50000,UAH,2520,19,120_9999,SINGLE,c0,MM,120_9999,120_9999,FMG,51_100,2546,846,overhaul,good
Male,33,160000,UAH,2520,18,120_9999,MARRIED,c0,TM,24_60,24_60,WB,0_5,8581,1229,consumer_credit,good
Male,52,12800,USD,5340,13,120_9999,MARRIED,c1,TM,24_60,24_60,CA,51_100,3215,1269,flat,good
Male,38,13000,USD,5400,13,120_9999,MARRIED,c2,AS,24_60,120_9999,RE,51_100,3112,1692,flat,good
Female,35,26000,USD,5400,13,120_9999,SINGLE,c0,AS,60_120,60_120,WB,51_100,3848,846,flat,good
Male,32,12000,USD,3600,13,120_9999,SINGLE,c0,AS,12_18,120_9999,PSL,51_100,5610,846,flat,good
Male,26,38000,UAH,2520,18,120_9999,MARRIED,c1,AS,24_60,60_120,WB,0_5,2329,498,overhaul,good
Female,32,3000,USD,2520,13,120_9999,DIVORCED,c0,AS,120_9999,120_9999,OT,6_15,1720,1100,consumer_credit,good
Female,44,9000,UAH,1080,21,120_9999,MARRIED,c0,TM,60_120,60_120,WB,0_5,1080,332,consumer_credit,good
Female,49,3000,UAH,1080,21,120_9999,MARRIED,c0,AS,60_120,120_9999,EC,6_15,662,332,consumer_credit,good
Male,48,2000,UAH,720,17,120_9999,SINGLE,c0,PE,12_18,120_9999,OT,6_15,620,332,consumer_credit,good
Male,46,50000,UAH,1080,21,60_120,SINGLE,c0,AS,12_18,12_24,OT,0_5,3071,315,consumer_credit,good
Female,25,3600,UAH,540,23,60_120,MARRIED,c1,AS,24_60,24_60,LI,6_15,1518,830,overhaul,good
Female,29,5000,UAH,720,23,120_9999,MARRIED,c1,TM,24_60,24_60,OT,0_5,1300,664,overhaul,bad
Male,34,15000,UAH,150,17,120_9999,DIVORCED,c0,AS,24_60,24_60,OT,0_5,3809,950,overhaul,good
Female,48,2000,UAH,720,16,120_9999,MARRIED,c1,AS,120_9999,120_9999,FS,100_9999,3000,900,consumer_credit,good
Male,45,5000,UAH,720,21,120_9999,DIVORCED,c0,AS,60_120,60_120,PSL,100_9999,1095,310,consumer_credit,good
Male,31,60000,UAH,1800,19,120_9999,MARRIED,c1,TM,24_60,24_60,CA,0_5,4817,700,consumer_credit,good
Female,46,2500,UAH,360,27,120_9999,MARRIED,c1,AS,120_9999,120_9999,OT,100_9999,1868,332,consumer_credit,good
Female,33,1500,UAH,360,23,120_9999,MARRIED,c1,AS,12_18,12_24,WB,51_100,1264,830,overhaul,good
Female,45,1260,UAH,360,27,12_24,SINGLE,c0,MM,12_18,12_24,LI,51_100,422,170,consumer_credit,good
Male,31,3000,UAH,540,23,120_9999,MARRIED,c0,AS,24_60,24_60,MFC,100_9999,1215,614,overhaul,bad
Female,62,15000,USD,1800,14,12_24,SINGLE,c1,TM,24_60,24_60,AG,6_15,9223,1120,consumer_credit,good
Male,40,20000,USD,2520,14,120_9999,SINGLE,c0,TM,24_60,24_60,CA,0_5,3600,400,consumer_credit,good
Female,31,3000,UAH,540,21,120_9999,SINGLE,c0,AS,24_60,24_60,FMG,6_15,768,332,overhaul,good
Male,30,50000,UAH,1800,18,120_9999,MARRIED,c1,TM,24_60,24_60,WB,0_5,4058,830,consumer_credit,good
Female,41,2000,UAH,365,24,60_120,MARRIED,c2,AS,60_120,60_120,MFC,51_100,1210,700,consumer_credit,good
Female,41,1500,UAH,360,24,60_120,SINGLE,c0,AS,60_120,60_120,FMG,100_9999,926,430,consumer_credit,good
Female,30,2000,UAH,365,24,0_3,SINGLE,c0,AS,60_120,60_120,AG,51_100,723,250,consumer_credit,good
Male,61,3700,UAH,360,21,120_9999,MARRIED,c1,MM,24_60,60_120,FMG,51_100,1686,664,overhaul,good
Female,30,7000,UAH,1080,21,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,6_15,898,332,consumer_credit,good
Female,56,10000,UAH,1080,21,120_9999,MARRIED,c1,TM,60_120,60_120,WB,0_5,7080,830,consumer_credit,good
Male,36,250000,UAH,1800,19,120_9999,MARRIED,c2,TM,24_60,24_60,OT,0_5,12581,1000,consumer_credit,good
Female,40,49500,USD,2520,13,24_60,MARRIED,c1,AS,24_60,24_60,ASTL,0_5,11021,1500,consumer_credit,good
Male,37,1500,UAH,360,27,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,764,332,overhaul,good
Female,51,5000,UAH,730,24,120_9999,DIVORCED,c0,AS,24_60,60_120,AG,51_100,1395,700,consumer_credit,good
Male,35,1500,UAH,360,27,60_120,MARRIED,c1,TM,60_120,60_120,OT,0_5,3882,362,consumer_credit,good
Female,48,5000,UAH,1080,22,120_9999,MARRIED,c1,AS,120_9999,120_9999,EC,31_50,1008,498,overhaul,good
Male,58,2000,UAH,360,27,120_9999,MARRIED,c1,AS,12_18,12_24,OT,51_100,922,332,overhaul,good
Female,37,3000,UAH,360,16,120_9999,MARRIED,c0,PE,24_60,120_9999,OT,6_15,1000,332,consumer_credit,good
Female,57,5000,UAH,540,27,60_120,MARRIED,c0,AS,120_9999,120_9999,OT,51_100,1238,332,consumer_credit,good
Female,48,1500,UAH,730,24,60_120,DIVORCED,c1,AS,24_60,24_60,OT,0_5,964,664,consumer_credit,good
Male,42,4000,UAH,720,23,120_9999,MARRIED,c1,AS,24_60,24_60,EOG,51_100,1140,664,overhaul,good
Male,33,800,UAH,360,16,120_9999,MARRIED,c0,PE,24_60,120_9999,OT,6_15,900,332,consumer_credit,good
Female,28,1000,USD,1080,12,120_9999,MARRIED,c0,AS,12_18,12_24,FS,51_100,3500,860,consumer_credit,good
Female,28,750,UAH,360,18,120_9999,DIVORCED,c1,AS,24_60,24_60,HRC,51_100,1336,1296,consumer_credit,bad
Female,45,3000,UAH,540,23,120_9999,MARRIED,c0,TM,60_120,60_120,AG,0_5,1252,664,overhaul,good
Female,55,4000,UAH,1080,19,120_9999,MARRIED,c0,AS,120_9999,120_9999,AG,100_9999,940,498,consumer_credit,good
Male,48,2000,UAH,730,24,60_120,MARRIED,c0,AS,60_120,60_120,FS,31_50,1905,664,consumer_credit,good
Female,54,10000,UAH,1080,21,120_9999,MARRIED,c1,AS,120_9999,120_9999,OT,100_9999,1354,465,consumer_credit,good
Female,50,80000,UAH,2555,19,60_120,MARRIED,c0,AS,60_120,60_120,OT,31_50,6841,1499,consumer_credit,good
Female,30,1500,UAH,360,21,120_9999,MARRIED,c0,SP,24_60,24_60,OT,31_50,665,332,overhaul,good
Male,51,5000,UAH,730,24,120_9999,MARRIED,c0,AS,60_120,60_120,MFC,51_100,1366,664,consumer_credit,good
Female,53,22000,USD,1440,14,120_9999,MARRIED,c0,TM,24_60,24_60,WB,0_5,11695,1760,consumer_credit,good
Female,45,5000,UAH,720,21,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,0_5,1990,1290,overhaul,good
Female,39,2500,UAH,540,22,120_9999,MARRIED,c1,AS,24_60,120_9999,FMCG,51_100,1441,830,overhaul,good
Male,42,2000,UAH,360,23,120_9999,MARRIED,c2,TM,24_60,24_60,WB,0_5,1466,830,overhaul,good
Female,46,5000,UAH,365,24,120_9999,SINGLE,c0,AS,60_120,60_120,WB,0_5,1172,334,consumer_credit,good
Female,65,5000,UAH,360,27,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,31_50,2800,332,consumer_credit,good
Male,52,5000,UAH,360,27,120_9999,MARRIED,c1,AS,60_120,60_120,OT,100_9999,1552,332,overhaul,good
Male,55,5000,UAH,720,23,120_9999,MARRIED,c1,AS,3_6,12_24,AG,51_100,1240,614,overhaul,good
Male,32,1200,UAH,360,20,120_9999,DIVORCED,c0,AS,24_60,120_9999,FMG,51_100,689,310,consumer_credit,good
Male,32,5000,UAH,1095,24,120_9999,MARRIED,c0,AS,60_120,60_120,MFC,51_100,1223,664,consumer_credit,good
Female,50,15000,EUR,1800,14,60_120,DIVORCED,c0,AS,120_9999,120_9999,MFC,100_9999,4365,860,overhaul,good
Male,52,800,USD,1080,17,120_9999,MARRIED,c1,AS,120_9999,120_9999,PSL,100_9999,1204,720,consumer_credit,good
Female,37,2000,UAH,365,24,60_120,MARRIED,c1,AS,60_120,60_120,MFC,100_9999,1598,835,consumer_credit,good
Female,38,3000,UAH,360,27,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,51_100,1103,332,overhaul,good
Male,58,30000,USD,2520,14,120_9999,SINGLE,c0,TM,3_6,0_12,HRC,6_15,5488,510,consumer_credit,good
Female,39,43700,USD,1800,14,120_9999,MARRIED,c1,TM,24_60,24_60,WB,6_15,9020,700,consumer_credit,good
Male,38,15000,USD,1800,14,120_9999,SINGLE,c0,TM,12_18,12_24,WB,6_15,8000,1000,consumer_credit,good
Male,30,2500,UAH,730,24,0_3,SINGLE,c0,AS,24_60,24_60,MFC,51_100,1110,664,consumer_credit,good
Female,29,1108,USD,360,12,120_9999,MARRIED,c2,AS,60_120,60_120,OT,51_100,2269,1390,consumer_credit,good
Male,46,50000,UAH,1080,21,120_9999,SINGLE,c0,AS,12_18,12_24,FMCG,0_5,2890,330,consumer_credit,good
Male,31,8000,UAH,1080,21,120_9999,MARRIED,c2,AS,120_9999,120_9999,OT,100_9999,2230,930,consumer_credit,good
Female,37,5000,UAH,720,23,120_9999,DIVORCED,c0,SP,120_9999,120_9999,AG,51_100,1136,498,overhaul,good
Male,52,1000,USD,360,14,120_9999,MARRIED,c1,AS,60_120,60_120,FMG,31_50,1850,1300,consumer_credit,good
Female,35,3000,UAH,360,27,120_9999,MARRIED,c1,AS,12_18,12_24,OT,31_50,1295,332,overhaul,good
Male,26,5000,UAH,365,24,120_9999,MARRIED,c1,AS,60_120,60_120,EC,31_50,1884,835,consumer_credit,good
Male,30,4500,UAH,360,23,60_120,MARRIED,c1,TM,60_120,60_120,WB,0_5,1750,830,overhaul,good
Female,35,5000,UAH,540,27,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,1288,332,overhaul,good
Male,55,2000,UAH,360,23,120_9999,MARRIED,c0,MM,24_60,24_60,FMG,31_50,2044,614,overhaul,good
Male,60,5000,UAH,730,24,0_3,MARRIED,c0,AS,120_9999,120_9999,MFC,100_9999,1351,664,consumer_credit,good
Male,36,1000,UAH,360,27,120_9999,MARRIED,c1,AS,12_18,12_24,OT,51_100,1283,332,overhaul,good
Female,53,5000,UAH,1080,23,120_9999,MARRIED,c1,TM,24_60,24_60,OT,0_5,1475,830,overhaul,good
Male,44,22000,USD,3600,13,120_9999,MARRIED,c0,AS,60_120,120_9999,ASTL,51_100,3355,846,flat,good
Male,48,24525,USD,3600,13,120_9999,MARRIED,c0,MM,24_60,24_60,FMCG,51_100,14802,846,flat,good
Male,34,3000,USD,1080,12,120_9999,MARRIED,c0,AS,120_9999,120_9999,FS,100_9999,1690,423,consumer_credit,good
Female,54,4000,USD,2520,12,120_9999,DIVORCED,c0,AS,24_60,24_60,MFC,51_100,954,423,consumer_credit,good
Female,55,4000,UAH,270,12,120_9999,MARRIED,c1,AS,120_9999,120_9999,EC,51_100,1495,970,consumer_credit,bad
Male,34,80647,UAH,7200,19,24_60,SINGLE,c0,AS,3_6,0_12,WB,0_5,8321,850,flat,good
Male,25,15000,UAH,1080,19,120_9999,MARRIED,c2,AS,12_18,12_24,WB,51_100,2741,1359,consumer_credit,good
Female,43,40000,USD,5400,13,60_120,MARRIED,c0,AS,24_60,24_60,AP,51_100,7892,1400,flat,good
Female,33,67722,USD,2520,13,120_9999,SINGLE,c0,TM,12_18,24_60,MPP,31_50,24190,2678,flat,good
Female,36,600,USD,720,12,120_9999,MARRIED,c1,PE,24_60,120_9999,FS,100_9999,2335,1616,consumer_credit,good
Male,37,20000,USD,2520,14,120_9999,MARRIED,c1,MM,12_18,24_60,WB,100_9999,5634,2000,consumer_credit,good
Male,37,500,USD,360,12,120_9999,SINGLE,c0,PE,3_6,12_24,FS,100_9999,1525,850,consumer_credit,good
Female,29,1500,USD,1080,12,120_9999,DIVORCED,c1,PE,3_6,12_24,FS,100_9999,1795,1050,consumer_credit,good
Female,30,1300,USD,1080,12,120_9999,SINGLE,c0,PE,24_60,24_60,FS,100_9999,1500,900,consumer_credit,good
Male,29,1000,USD,1080,12,120_9999,MARRIED,c1,PE,24_60,24_60,FS,100_9999,1114,650,consumer_credit,good
Female,58,2500,USD,1080,12,120_9999,MARRIED,c1,PE,3_6,12_24,FS,100_9999,2586,1300,consumer_credit,good
Female,31,8000,UAH,720,17,120_9999,MARRIED,c1,PE,24_60,24_60,FS,100_9999,4188,1890,consumer_credit,good
Male,35,18500,UAH,2520,19,120_9999,MARRIED,c0,AS,3_6,0_12,LI,100_9999,1582,700,overhaul,good
Female,30,500,USD,360,15,120_9999,MARRIED,c0,MM,12_18,12_24,FMG,31_50,835,382,consumer_credit,good
Male,51,3000,USD,2520,15,60_120,MARRIED,c1,MM,120_9999,120_9999,FMG,51_100,844,285,overhaul,good
Male,52,12000,UAH,1800,17,120_9999,MARRIED,c0,AS,120_9999,120_9999,CA,31_50,1111,382,consumer_credit,good
Male,59,29700,USD,5475,12,120_9999,DIVORCED,c2,AS,120_9999,120_9999,OT,51_100,6255,900,house,good
Male,39,7000,USD,2520,14,120_9999,MARRIED,c2,TM,24_60,24_60,OT,0_5,3886,2501,consumer_credit,good
Male,33,3000,UAH,1080,20,60_120,MARRIED,c1,AS,120_9999,120_9999,ASTL,100_9999,2529,362,consumer_credit,good
Female,44,3000,USD,2520,14,120_9999,MARRIED,c0,AS,60_120,60_120,EC,31_50,801,260,overhaul,good
Female,46,20000,USD,2520,14,120_9999,MARRIED,c0,TM,12_18,12_24,OT,0_5,3200,382,overhaul,good
Female,55,15000,UAH,1800,17,120_9999,SINGLE,c0,AS,60_120,60_120,MFC,51_100,1260,260,consumer_credit,good
Male,56,63300,UAH,1560,19,120_9999,MARRIED,c1,TM,24_60,24_60,FMCG,6_15,15291,4000,overhaul,good
Male,39,10000,UAH,2520,19,60_120,MARRIED,c0,AS,60_120,60_120,OT,100_9999,1217,764,consumer_credit,good
Female,50,2500,UAH,360,24,120_9999,MARRIED,c0,AS,120_9999,120_9999,MFC,51_100,863,332,consumer_credit,good
Male,55,3640,UAH,1080,20,120_9999,MARRIED,c1,AS,120_9999,120_9999,ASTL,100_9999,1212,362,consumer_credit,good
Male,48,16000,UAH,1800,18,120_9999,MARRIED,c0,AS,120_9999,120_9999,MFC,100_9999,1591,670,consumer_credit,good
Female,58,3000,USD,1800,13,120_9999,MARRIED,c0,AS,60_120,60_120,OT,51_100,797,260,consumer_credit,good
Female,33,20000,USD,3600,14,120_9999,MARRIED,c0,AS,3_6,0_12,WB,0_5,3506,764,house,good
Male,49,2000,USD,360,14,120_9999,SINGLE,c0,AS,12_18,12_24,WB,51_100,2117,764,consumer_credit,good
Female,30,12500,UAH,2520,20,120_9999,SINGLE,c0,AS,120_9999,120_9999,EC,6_15,1009,550,overhaul,good
Male,49,10000,USD,3600,13,120_9999,MARRIED,c1,AS,24_60,24_60,OT,6_15,1849,650,house,good
Male,36,1000,USD,360,15,120_9999,SINGLE,c0,AS,12_18,12_24,ASTL,0_5,950,350,consumer_credit,good
Female,49,3600,UAH,1080,17,120_9999,MARRIED,c0,PE,120_9999,120_9999,OT,51_100,734,425,consumer_credit,good
Female,56,1232,UAH,1080,20,120_9999,MARRIED,c0,AS,120_9999,120_9999,FS,6_15,411,206,consumer_credit,good
Male,45,25000,UAH,1800,19,120_9999,MARRIED,c0,TM,120_9999,120_9999,ASTL,100_9999,1740,500,overhaul,good
Female,45,5000,UAH,1080,19,120_9999,SINGLE,c0,MM,120_9999,120_9999,OT,100_9999,1715,900,consumer_credit,good
Male,53,1700,UAH,4380,18,120_9999,MARRIED,c0,MM,120_9999,120_9999,OT,100_9999,1766,900,consumer_credit,good
Female,36,2000,UAH,1080,19,120_9999,DIVORCED,c1,AS,120_9999,120_9999,OT,100_9999,916,600,consumer_credit,good
Male,48,3500,UAH,360,18,120_9999,MARRIED,c1,AS,120_9999,120_9999,OT,100_9999,1192,500,consumer_credit,good
Female,39,3000,UAH,1080,16,120_9999,SINGLE,c1,AS,24_60,24_60,OT,100_9999,1194,785,consumer_credit,good
Male,53,1900,UAH,1080,19,120_9999,MARRIED,c2,AS,12_18,12_24,OT,100_9999,676,423,consumer_credit,good
Male,54,4200,UAH,1080,19,120_9999,SINGLE,c0,AS,24_60,24_60,OT,100_9999,1406,800,consumer_credit,good
Female,25,1900,UAH,1095,16,120_9999,MARRIED,c1,PE,3_6,0_12,FS,31_50,667,423,consumer_credit,good
Male,30,2000,UAH,360,18,120_9999,MARRIED,c0,AS,60_120,60_120,OT,100_9999,1043,500,consumer_credit,good
Female,62,3000,UAH,1080,19,120_9999,MARRIED,c1,AS,12_18,12_24,OT,100_9999,1219,673,consumer_credit,good
Female,49,3500,UAH,360,18,60_120,MARRIED,c2,AS,120_9999,120_9999,OT,100_9999,1305,580,consumer_credit,good
Male,55,3000,UAH,1080,19,120_9999,MARRIED,c0,AS,12_18,12_24,OT,100_9999,1778,800,consumer_credit,good
Male,27,3600,UAH,1080,19,120_9999,SINGLE,c0,AS,24_60,24_60,OT,100_9999,1213,703,consumer_credit,good
Male,32,1920,UAH,360,18,60_120,SINGLE,c0,AS,24_60,24_60,OT,100_9999,1114,310,consumer_credit,good
Male,29,3500,UAH,360,18,120_9999,MARRIED,c2,AS,60_120,60_120,OT,100_9999,1188,482,consumer_credit,good
Male,53,3500,UAH,360,18,120_9999,MARRIED,c1,AS,60_120,60_120,OT,100_9999,1257,600,consumer_credit,good
Male,31,5000,UAH,1080,19,120_9999,MARRIED,c1,MM,60_120,60_120,OT,100_9999,1785,950,consumer_credit,good
Female,52,3000,UAH,1080,16,120_9999,SINGLE,c2,AS,24_60,24_60,OT,100_9999,950,600,consumer_credit,good
Male,53,3000,UAH,360,18,120_9999,MARRIED,c1,AS,120_9999,120_9999,OT,100_9999,1051,453,consumer_credit,good
Male,34,40000,UAH,1080,18,24_60,MARRIED,c2,TM,24_60,24_60,AG,0_5,3876,1040,overhaul,good
Male,38,3800,UAH,1080,19,120_9999,SINGLE,c0,AS,60_120,60_120,OT,100_9999,1324,773,consumer_credit,good
Male,28,130000,UAH,2520,17,24_60,CIVILMARRIAGE,c0,MM,3_6,0_12,AG,0_5,6810,1150,overhaul,good
Male,48,3400,UAH,720,19,120_9999,MARRIED,c0,AS,3_6,0_12,OT,100_9999,1160,692,consumer_credit,good
Male,28,2000,UAH,360,18,120_9999,MARRIED,c2,AS,24_60,24_60,OT,100_9999,1283,713,consumer_credit,good
Female,43,10200,USD,3600,13,120_9999,DIVORCED,c1,SP,60_120,60_120,WB,6_15,2545,850,flat,good
Male,31,3000,UAH,360,18,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,1682,900,consumer_credit,good
Female,59,2600,UAH,1080,19,60_120,DIVORCED,c0,AS,60_120,60_120,OT,100_9999,899,520,consumer_credit,good
Female,40,5000,UAH,1080,17,120_9999,SINGLE,c1,AS,120_9999,120_9999,OT,100_9999,1044,570,consumer_credit,good
Male,47,48000,UAH,1095,18,120_9999,DIVORCED,c0,AS,24_60,24_60,OT,0_5,10388,6567,overhaul,good
Female,50,6900,UAH,1080,17,120_9999,MARRIED,c2,AS,24_60,24_60,OT,100_9999,1387,633,consumer_credit,good
Male,54,2000,UAH,1080,19,120_9999,SINGLE,c0,AS,12_18,12_24,OT,100_9999,976,573,consumer_credit,good
Female,31,22000,UAH,2520,18,60_120,MARRIED,c0,SP,60_120,24_60,WB,6_15,1420,500,overhaul,good
Female,46,2000,UAH,360,24,120_9999,DIVORCED,c0,AS,120_9999,120_9999,MFC,100_9999,853,432,consumer_credit,good
Male,63,3000,UAH,360,18,60_120,MARRIED,c2,AS,24_60,24_60,OT,100_9999,1280,673,consumer_credit,good
Female,45,25500,UAH,2555,17,120_9999,MARRIED,c1,TM,24_60,24_60,OT,6_15,2243,1025,consumer_credit,good
Male,32,3500,UAH,1080,19,120_9999,MARRIED,c1,MM,120_9999,60_120,OT,100_9999,1176,670,consumer_credit,good
Male,39,3000,UAH,1080,19,120_9999,MARRIED,c1,AS,24_60,24_60,OT,100_9999,1019,593,consumer_credit,good
Male,36,5050,UAH,1080,19,120_9999,MARRIED,c1,AS,120_9999,120_9999,OT,100_9999,1600,523,consumer_credit,good
Female,58,3000,UAH,1080,17,60_120,MARRIED,c0,PE,12_18,12_24,OT,51_100,815,450,consumer_credit,good
Male,45,4000,USD,2555,14,120_9999,MARRIED,c3,AS,120_9999,120_9999,EOG,100_9999,3021,1768,overhaul,good
Male,49,3700,UAH,1080,19,60_120,DIVORCED,c0,AS,12_18,12_24,OT,100_9999,1256,723,consumer_credit,good
Male,38,185000,UAH,1800,18,120_9999,MARRIED,c1,TM,12_18,12_24,AG,6_15,9876,1100,overhaul,bad
Male,35,3500,UAH,1080,19,60_120,DIVORCED,c0,AS,60_120,60_120,OT,100_9999,1295,773,consumer_credit,good
Male,33,2000,UAH,360,18,120_9999,DIVORCED,c1,AS,120_9999,120_9999,OT,100_9999,1055,573,consumer_credit,good
Male,34,30000,UAH,2555,20,60_120,MARRIED,c2,AS,24_60,24_60,EOG,100_9999,4397,1456,overhaul,good
Female,29,1600,UAH,1080,17,120_9999,SINGLE,c2,AS,24_60,24_60,OT,100_9999,773,528,consumer_credit,good
Male,60,10500,USD,2520,13,120_9999,SINGLE,c2,AS,120_9999,120_9999,OT,100_9999,1798,430,consumer_credit,good
Male,39,4000,UAH,360,18,120_9999,MARRIED,c1,AS,60_120,60_120,OT,100_9999,1607,750,consumer_credit,good
Male,41,3000,UAH,360,18,120_9999,MARRIED,c1,AS,24_60,24_60,OT,100_9999,1027,482,consumer_credit,good
Male,28,4000,USD,1080,12,120_9999,MARRIED,c0,MM,60_120,60_120,FS,100_9999,8491,1070,consumer_credit,good
Male,48,4000,UAH,1080,19,120_9999,MARRIED,c1,MM,120_9999,120_9999,OT,100_9999,1483,850,consumer_credit,good
Male,49,3500,UAH,360,18,24_60,SINGLE,c0,AS,3_6,0_12,OT,100_9999,1188,500,consumer_credit,good
Male,32,2250,UAH,720,19,60_120,MARRIED,c2,AS,60_120,60_120,OT,100_9999,926,550,consumer_credit,good
Male,45,12000,USD,2555,13,120_9999,SINGLE,c0,AS,12_18,12_24,HI,31_50,4029,1823,consumer_credit,good
Male,32,2000,UAH,360,18,120_9999,MARRIED,c0,MM,60_120,60_120,OT,100_9999,1885,1100,consumer_credit,good
Male,60,12000,USD,1825,13,120_9999,MARRIED,c2,TM,24_60,24_60,OT,0_5,4400,423,consumer_credit,good
Female,58,3000,UAH,360,18,120_9999,MARRIED,c1,AS,120_9999,120_9999,OT,100_9999,1164,530,consumer_credit,good
Male,56,5500,UAH,1080,19,120_9999,SINGLE,c0,AS,24_60,24_60,OT,100_9999,1849,900,consumer_credit,good
Male,30,1700,UAH,1080,19,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,679,423,consumer_credit,good
Female,48,3500,UAH,720,19,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,1236,673,consumer_credit,good
Female,61,1800,UAH,1080,17,120_9999,MARRIED,c2,AS,24_60,24_60,OT,100_9999,1368,906,consumer_credit,good
Male,47,6000,UAH,360,16,120_9999,MARRIED,c2,AS,24_60,24_60,OT,100_9999,2163,822,consumer_credit,good
Female,44,3800,UAH,720,19,120_9999,SINGLE,c1,AS,120_9999,120_9999,OT,100_9999,1291,755,consumer_credit,good
Female,49,400,USD,1080,12,120_9999,MARRIED,c0,AS,120_9999,120_9999,OT,100_9999,1319,926,consumer_credit,good
Male,46,50000,UAH,2555,17,120_9999,MARRIED,c1,TM,60_120,60_120,ASTL,6_15,2151,635,consumer_credit,good
Male,55,3000,UAH,1080,16,120_9999,SINGLE,c0,AS,24_60,24_60,OT,100_9999,667,382,consumer_credit,good
Female,57,1000,UAH,720,19,120_9999,SINGLE,c0,AS,12_18,12_24,LI,100_9999,486,332,consumer_credit,bad
Male,27,1890,UAH,720,19,120_9999,SINGLE,c0,AS,24_60,24_60,FMCG,100_9999,632,453,consumer_credit,good
